Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Western,Rubavu,GS Matara,2017,10.29,8.02,12.56,69.79,66.84,449473,Rural,Low Risk,0,0.027385261541538045
Western,Rubavu,GS Rwanyanza,2018,24.02,23.44,24.6,67.47,89.49,125968,Rural,High Risk,1,0.9940188383045526
Western,Rubavu,GS Ruramira,2019,21.61,14.04,29.19,88.92,71.62,150969,Rural,High Risk,1,0.9605562193493229
Western,Rubavu,GS Agataramo,2020,11.18,13.27,9.08,84.72,75.48,181311,Rural,Low Risk,0,0.03873235382649783
Western,Rubavu,Marie Merci,2021,10.58,13.39,7.77,98.78,93.74,183265,Rural,Low Risk,0,0.07236688991715713
Western,Rubavu,Mater Dei,2022,8.03,9.3,6.77,73.87,77.51,188241,Rural,Low Risk,0,0.022454996272958088
Western,Rubavu,GS Camp Kigali,2023,12.93,15.53,10.33,62.71,86.89,302615,Rural,Low Risk,0,0.13094556286796236
Western,Rubavu,GS Rwanyanza,2024,12.46,18.11,6.82,61.23,69.97,242857,Rural,Low Risk,0,0.05622029707771907
Western,Rusizi,New Vision,2010,22.15,19.61,24.7,70.38,70.5,394120,Rural,High Risk,1,0.9657330342880303
Western,Rusizi,GS Camp Kigali,2011,12.49,22.59,2.38,73.14,91.31,399461,Rural,Low Risk,0,0.08238690472657834
Western,Rusizi,GS Mweya,2012,9.09,5.64,12.55,88.2,62.75,400102,Rural,Low Risk,0,0.034003896003051766
Western,Rusizi,GS Nyacyina,2013,8.72,15.74,1.7,78.32,82.16,190073,Rural,Low Risk,0,0.02759108024587983
Western,Rusizi,GS Rwanyanza,2014,4.86,8.44,1.29,59.6,86.39,552014,Rural,Low Risk,0,0.06901456537726135
Western,Rusizi,Marie Merci,2015,17.05,7.0,27.11,65.94,76.03,510094,Rural,High Risk,1,0.8083129313215519
Western,Rusizi,GS Camp Kigali,2016,18.08,15.68,20.48,85.34,98.63,557547,Rural,High Risk,1,0.9353741337916469
Western,Rusizi,GS Cyahafi,2017,10.29,15.5,5.09,71.64,76.87,414041,Rural,Low Risk,0,0.06097424933076454
Western,Rusizi,GS Rutongo,2018,8.06,7.24,8.88,72.2,90.8,307132,Rural,Low Risk,0,0.03372671406254992
Western,Rusizi,ES Kigoma,2019,7.14,8.56,5.72,72.29,83.01,172847,Rural,Low Risk,0,0.032786363115058004
Western,Rusizi,GS Camp Kigali,2020,18.66,22.7,14.62,88.23,84.18,474998,Rural,High Risk,1,0.9120535199859329
Western,Rusizi,GS Nyacyina,2021,17.87,12.47,23.28,72.07,80.71,258964,Rural,High Risk,1,0.9220140613429713
Western,Rusizi,ES Kigoma,2022,23.81,19.63,28.0,87.22,73.66,252185,Rural,High Risk,1,0.9911244317794278
Western,Rusizi,GS Rukomo,2023,8.43,8.82,8.04,79.73,83.02,502632,Rural,Low Risk,0,0.029444305483898023
Western,Rusizi,GS Rutongo,2024,21.15,20.05,22.24,79.4,61.79,357716,Rural,High Risk,1,0.989952961672474
Western,Rusizi,GS Ruramira,2010,9.66,6.09,13.22,81.47,81.5,281350,Rural,Low Risk,0,0.03937194428266457
Western,Rusizi,GS Rukomo,2011,15.68,4.09,27.27,61.82,62.09,464593,Rural,High Risk,1,0.8079322066822067
Western,Rusizi,GS Rukomo,2012,10.86,19.77,1.96,52.0,90.52,545919,Rural,Low Risk,0,0.12157246376811594
Western,Rusizi,GS Nyacyina,2013,18.4,15.15,21.65,95.07,73.1,487554,Rural,High Risk,1,0.9565115336069553
Western,Rusizi,GS Migongo,2014,26.34,23.51,29.17,69.29,77.17,115330,Rural,High Risk,1,0.9917493233852681
Western,Rusizi,GS Camp Kigali,2015,9.84,18.22,1.46,73.02,61.28,408959,Rural,Low Risk,0,0.11922607522257353
Western,Rusizi,GS Cyahafi,2016,16.32,18.28,14.35,67.94,85.45,325097,Rural,High Risk,1,0.8014667264959933
Western,Rusizi,New Vision,2017,11.04,6.75,15.33,81.68,81.46,176815,Rural,Low Risk,0,0.03101728907049194
Western,Rusizi,GS Camp Kigali,2018,19.92,12.87,26.97,78.95,64.75,346509,Rural,High Risk,1,0.9614109304436448
Western,Rusizi,GS Akumunigo,2019,7.91,11.4,4.43,94.59,76.35,552201,Rural,Low Risk,0,0.08075359061366916
Western,Rusizi,GS Gahanga I,2020,24.28,23.91,24.64,67.69,60.27,432870,Rural,High Risk,1,0.9631147186147185
Western,Rusizi,GS Kinteko,2021,10.13,2.62,17.64,83.61,63.14,591975,Rural,Low Risk,0,0.1860989010989011
Western,Rusizi,GS Ruramira,2022,20.87,25.62,16.13,93.48,87.72,188552,Rural,High Risk,1,0.9387077930333079
Western,Rusizi,GS Nyacyina,2023,17.07,6.73,27.41,61.52,80.67,348914,Rural,High Risk,1,0.7845152420954308
Western,Rusizi,GS Mubuga,2024,10.98,18.37,3.58,60.76,88.83,579389,Rural,Low Risk,0,0.04534350336278383
Western,Rusizi,GS Mubuga,2010,11.56,2.59,20.53,92.38,67.36,219894,Rural,Low Risk,0,0.049030448717948726
Western,Rusizi,GS Migongo,2011,22.0,21.85,22.16,70.45,87.19,580795,Rural,High Risk,1,0.9671154898741107
Western,Rusizi,GS Rukomo,2012,6.74,1.67,11.82,67.68,96.69,100997,Rural,Low Risk,0,0.07224947253906508
Western,Rusizi,GS Akumunigo,2013,3.45,1.01,5.89,58.96,96.33,221509,Rural,Low Risk,0,0.05745054542495223
Western,Rusizi,GS Buye,2014,21.15,14.09,28.22,58.36,61.18,518161,Rural,High Risk,1,0.9561325838912046
Western,Rusizi,GS Camp Kigali,2015,17.8,16.13,19.47,70.33,85.89,203976,Rural,High Risk,1,0.8047496349621797
Western,Rusizi,GS Rukomo,2016,5.79,3.99,7.6,57.67,64.34,164541,Rural,Low Risk,0,0.048799388470128546
Western,Rusizi,GS Cyahafi,2017,24.54,26.36,22.73,74.81,60.49,457491,Rural,High Risk,1,0.9985714285714287
Western,Rusizi,GS Akumunigo,2018,9.15,13.39,4.91,84.6,82.77,123645,Rural,Low Risk,0,0.05987086270227506
Western,Rusizi,GS Ruheru,2019,7.05,8.29,5.82,77.28,90.27,251460,Rural,Low Risk,0,0.04130155798342188
Western,Rusizi,GS Ruheru,2020,17.8,18.05,17.55,75.86,79.67,214587,Rural,High Risk,1,0.8568117124717791
Western,Rusizi,GS Rwanyanza,2021,13.46,4.18,22.74,55.06,99.04,454689,Rural,Low Risk,0,0.20558127983127983
Western,Rusizi,New Vision,2022,20.04,25.45,14.63,69.56,84.64,491698,Rural,High Risk,1,0.9492614466565081
Western,Rusizi,GS Gitega,2023,17.01,20.29,13.73,89.03,68.8,487758,Rural,High Risk,1,0.8374034979980103
Western,Rusizi,GS Migongo,2024,12.55,10.43,14.66,73.58,94.31,305719,Rural,Low Risk,0,0.029963774748574347
Western,Rusizi,GS Agataramo,2010,14.38,22.54,6.22,91.64,97.34,343181,Rural,Low Risk,0,0.16599536779328122
Western,Rusizi,GS Nyacyina,2011,7.13,11.69,2.57,86.66,83.92,209869,Rural,Low Risk,0,0.043033106396981165
Western,Rusizi,King David,2012,1.31,1.41,1.2,58.52,70.41,277561,Rural,Low Risk,0,0.01701063515447868
Western,Rusizi,New Vision,2013,9.75,18.16,1.35,68.42,71.16,246123,Rural,Low Risk,0,0.039680454504565234
Western,Rusizi,GS Rwanyanza,2014,22.46,15.63,29.29,88.81,98.38,538866,Rural,High Risk,1,0.92841991902834
Western,Rusizi,GS Gahanga I,2015,10.61,17.32,3.89,76.57,69.0,223225,Rural,Low Risk,0,0.043045284713626925
Western,Rusizi,GS Matara,2016,8.02,4.38,11.67,66.7,95.71,565996,Rural,Low Risk,0,0.036768101272022784
Western,Rusizi,New Vision,2017,15.18,14.51,15.85,61.95,67.51,242645,Rural,Low Risk,0,0.12701130327346394
Western,Rusizi,GS Camp Kigali,2018,19.34,16.57,22.11,68.25,88.11,140108,Rural,High Risk,1,0.8854996420326968
Western,Rusizi,GS Gitega,2019,24.82,22.54,27.1,95.22,67.69,434341,Rural,High Risk,1,0.9783180928768644
Western,Rusizi,ES Kigoma,2020,7.91,8.95,6.88,62.47,99.14,334729,Rural,Low Risk,0,0.09077930524537874
Western,Rusizi,GS Kinteko,2021,22.55,21.85,23.24,60.83,84.72,556979,Rural,High Risk,1,0.9947976688062896
Western,Rusizi,Mater Dei,2022,14.96,19.86,10.06,70.87,99.14,573267,Rural,Low Risk,0,0.1616206510719795
Western,Rusizi,GS Rwanyanza,2023,9.24,8.7,9.78,70.03,84.27,142311,Rural,Low Risk,0,0.04826023972654696
Western,Rusizi,GS Cyahafi,2024,14.42,21.39,7.46,69.33,72.78,181696,Rural,Low Risk,0,0.19913698606303562
Western,Rusizi,GS Gitega,2010,4.86,3.73,5.98,67.88,63.77,142407,Rural,Low Risk,0,0.031193078324225864
Western,Rusizi,New Vision,2011,24.33,26.83,21.84,72.35,79.72,543853,Rural,High Risk,1,0.9743831226234996
Western,Rusizi,GS Ruramira,2012,25.29,20.77,29.81,71.41,78.41,199811,Rural,High Risk,1,0.9833768471397225
Western,Rusizi,GS Akumunigo,2013,22.84,24.99,20.68,59.32,71.52,595751,Rural,High Risk,1,0.9723005897611161
Western,Rusizi,King David,2014,7.4,11.73,3.06,94.56,94.19,576467,Rural,Low Risk,0,0.046954155976920535
Western,Rusizi,GS Matara,2015,10.5,6.15,14.85,74.61,81.55,480815,Rural,Low Risk,0,0.035158123520178976
Western,Rusizi,GS Rwamagana,2016,26.16,27.14,25.18,79.24,78.97,379087,Rural,High Risk,1,0.9892548189096696
Western,Rusizi,GS Ruramira,2017,8.89,4.64,13.13,71.07,78.31,489569,Rural,Low Risk,0,0.01981753638528263
Western,Rusizi,GS Mubuga,2018,14.05,14.79,13.31,85.06,87.59,465130,Rural,Low Risk,0,0.09030907975280857
Western,Rusizi,GS Buye,2019,13.43,13.94,12.92,69.73,95.64,433862,Rural,Low Risk,0,0.10337337534117846
Western,Rusizi,GS Ruheru,2020,2.59,3.8,1.39,65.26,60.87,100064,Rural,Low Risk,0,0.002677301821145347
Western,Rusizi,Mater Dei,2021,8.93,3.49,14.37,93.24,86.69,480438,Rural,Low Risk,0,0.06423901678032112
Western,Rusizi,New Vision,2022,12.74,18.34,7.14,81.96,98.48,102631,Rural,Low Risk,0,0.21032463523751788
Western,Rusizi,ES Kigoma,2023,15.26,14.86,15.65,88.3,95.89,442237,Rural,High Risk,1,0.6375018944693556
Western,Rusizi,GS Cyahafi,2024,10.69,15.57,5.82,74.92,71.32,128004,Rural,Low Risk,0,0.05493747400288841
Western,Karongi,ES Kigoma,2010,22.71,21.5,23.92,61.39,80.5,247748,Rural,High Risk,1,0.9802237398677873
Western,Karongi,GS Camp Kigali,2011,19.46,14.74,24.19,83.84,73.31,424888,Rural,High Risk,1,0.9324948925607104
Western,Karongi,Marie Merci,2012,11.0,7.21,14.79,64.62,98.68,271475,Rural,Low Risk,0,0.040014284570372365
Western,Karongi,GS Camp Kigali,2013,26.67,25.33,28.01,81.21,91.72,410625,Rural,High Risk,1,0.9944044844044845
Western,Karongi,GS Rwamagana,2014,16.79,18.05,15.54,73.93,87.26,340454,Rural,High Risk,1,0.8439849874648887
Western,Karongi,Marie Merci,2015,15.71,27.86,3.56,96.89,62.16,493611,Rural,High Risk,1,0.8312626262626261
Western,Karongi,GS Kinteko,2016,15.66,3.57,27.74,77.6,93.21,578720,Rural,High Risk,1,0.6146287235991188
Western,Karongi,GS Akumunigo,2017,12.37,12.88,11.87,93.86,64.36,491384,Rural,Low Risk,0,0.17464874271178002
Western,Karongi,Marie Merci,2018,11.41,3.86,18.95,66.65,60.29,392172,Rural,Low Risk,0,0.03362509075623829
Western,Karongi,GS Kimironko II,2019,27.86,29.37,26.35,60.11,93.83,535935,Rural,High Risk,1,0.9983241934512352
Western,Karongi,GS Agataramo,2020,7.46,11.67,3.25,67.93,61.86,407550,Rural,Low Risk,0,0.0915084596201742
Western,Karongi,GS Matara,2021,15.6,28.65,2.55,81.03,79.12,553739,Rural,High Risk,1,0.5804891033767993
Western,Karongi,ES Kigoma,2022,11.78,6.53,17.03,80.22,61.15,191257,Rural,Low Risk,0,0.05681353519668737
Western,Karongi,GS Mweya,2023,17.14,24.56,9.72,71.02,84.54,284972,Rural,High Risk,1,0.8957254817389608
Western,Karongi,GS Agataramo,2024,3.68,2.1,5.26,97.88,91.22,398326,Rural,Low Risk,0,0.045601314048455535
Western,Karongi,GS Ruramira,2010,20.43,27.25,13.6,85.39,80.84,313057,Rural,High Risk,1,0.9578709298990989
Western,Karongi,GS Rutongo,2011,16.22,9.26,23.19,69.69,84.91,313877,Rural,High Risk,1,0.8514181794396077
Western,Karongi,Marie Merci,2012,22.95,19.38,26.52,96.14,94.71,382272,Rural,High Risk,1,0.9262148295266468
Western,Karongi,GS Matara,2013,10.92,11.04,10.81,73.31,98.82,100005,Rural,Low Risk,0,0.08188694245110455
Western,Karongi,GS Akumunigo,2014,11.48,4.81,18.15,67.15,69.72,322322,Rural,Low Risk,0,0.05760841752009678
Western,Karongi,GS Gitega,2015,14.95,21.53,8.37,93.89,67.77,463133,Rural,Low Risk,1,0.5623967965805682
Western,Karongi,New Vision,2016,26.54,26.18,26.9,85.7,85.86,421095,Rural,High Risk,1,0.9867382845181354
Western,Karongi,GS Rwamagana,2017,11.63,10.66,12.6,76.24,71.47,146629,Rural,Low Risk,0,0.03117447270651876
Western,Karongi,GS Rutongo,2018,17.95,6.67,29.22,60.56,83.62,405617,Rural,High Risk,1,0.8266930014430014
Western,Karongi,GS Kinteko,2019,23.89,24.02,23.77,63.15,97.52,572099,Rural,High Risk,1,0.9933797699502078
Western,Karongi,GS Rukomo,2020,12.6,5.56,19.64,70.28,79.19,146281,Rural,Low Risk,0,0.07576245446375723
Western,Karongi,GS Camp Kigali,2021,17.88,25.37,10.38,73.56,93.51,273795,Rural,High Risk,1,0.929312375889185
Western,Karongi,GS Ruheru,2022,24.92,29.71,20.14,78.05,77.32,498115,Rural,High Risk,1,0.9676378016676523
Western,Karongi,GS Cyahafi,2023,23.54,28.0,19.08,62.44,70.61,268902,Rural,High Risk,1,0.9905714968163197
Western,Karongi,GS Rwamagana,2024,22.31,14.8,29.82,92.03,93.4,396280,Rural,High Risk,1,0.9243438073248808
Western,Karongi,GS Matara,2010,15.92,16.2,15.65,87.48,96.46,493781,Rural,High Risk,1,0.7371071710842928
Western,Karongi,ES Kigoma,2011,12.38,13.29,11.46,83.06,82.88,565070,Rural,Low Risk,0,0.04207358605248692
Western,Karongi,GS Rwanyanza,2012,10.72,7.04,14.39,80.93,79.95,397391,Rural,Low Risk,0,0.04477826016742705
Western,Karongi,GS Mweya,2013,15.5,22.68,8.32,62.43,84.26,497175,Rural,High Risk,1,0.7284589668548094
Western,Karongi,Mater Dei,2014,14.77,19.2,10.33,56.39,69.42,241668,Rural,Low Risk,0,0.31174416138458466
Western,Karongi,GS Rukomo,2015,11.08,5.83,16.33,72.2,61.4,196368,Rural,Low Risk,0,0.0492071616755889
Western,Karongi,King David,2016,16.33,22.43,10.22,80.7,78.12,380118,Rural,High Risk,1,0.9144505148784563
Western,Karongi,GS Gitega,2017,6.73,8.93,4.53,72.08,77.7,512838,Rural,Low Risk,0,0.023053144597393983
Western,Karongi,GS Migongo,2018,17.88,18.99,16.78,86.14,81.37,400677,Rural,High Risk,1,0.9021741210176364
Western,Karongi,Mater Dei,2019,14.82,4.67,24.97,82.76,88.56,115389,Rural,Low Risk,0,0.13176280788177339
Western,Karongi,GS Ruheru,2020,21.7,17.64,25.75,67.51,91.83,500404,Rural,High Risk,1,0.9296444032158316
Western,Karongi,GS Cyahafi,2021,23.5,28.83,18.17,91.12,62.66,460048,Rural,High Risk,1,0.985
Western,Karongi,GS Buye,2022,15.2,10.3,20.1,77.94,68.45,209366,Rural,Low Risk,0,0.473028904031624
Western,Karongi,Mater Dei,2023,12.26,4.69,19.84,61.28,88.4,117184,Rural,Low Risk,0,0.21709257327372078
Western,Karongi,Marie Merci,2024,16.21,28.79,3.64,56.94,88.2,439336,Rural,High Risk,1,0.8980369650196276
Western,Karongi,GS Gahanga I,2010,7.04,6.57,7.52,68.02,86.11,387979,Rural,Low Risk,0,0.05822698981897322
Western,Karongi,GS Rutongo,2011,21.31,12.89,29.73,75.65,81.19,451145,Rural,High Risk,1,0.9296753305071348
Western,Karongi,ES Kigoma,2012,16.99,7.52,26.46,76.12,83.75,489817,Rural,High Risk,1,0.8417154233273976
Western,Karongi,GS Camp Kigali,2013,6.11,1.52,10.71,71.6,62.27,455143,Rural,Low Risk,0,0.029450100641789666
Western,Karongi,GS Cyahafi,2014,10.58,10.73,10.43,83.52,98.51,101845,Rural,Low Risk,0,0.05905294669496301
Western,Karongi,GS Cyahafi,2015,13.93,22.8,5.06,68.45,80.45,195259,Rural,Low Risk,0,0.12013835127159066
Western,Karongi,GS Mweya,2016,21.75,28.06,15.43,52.91,82.92,508275,Rural,High Risk,1,0.9515515637988939
Western,Karongi,GS Rutongo,2017,20.77,25.31,16.23,68.33,82.2,211359,Rural,High Risk,1,0.9638447907738241
Western,Karongi,Marie Merci,2018,23.19,20.79,25.58,90.64,88.69,496707,Rural,High Risk,1,0.9926956504964843
Western,Karongi,GS Rutongo,2019,11.75,15.07,8.43,70.48,87.5,416235,Rural,Low Risk,0,0.05438086190872358
Western,Karongi,New Vision,2020,20.95,29.53,12.38,67.02,95.79,184731,Rural,High Risk,1,0.9512335323384338
Western,Karongi,GS Buye,2021,11.47,6.24,16.69,75.13,93.3,482329,Rural,Low Risk,0,0.05586639354472975
Western,Karongi,GS Gahanga I,2022,15.98,13.89,18.08,53.56,69.81,190709,Rural,High Risk,1,0.5746702480306434
Western,Karongi,GS Gitega,2023,15.27,8.44,22.1,57.41,89.94,583419,Rural,High Risk,1,0.713190065298686
Western,Karongi,GS Mubuga,2024,23.01,17.46,28.57,65.32,74.12,599687,Rural,High Risk,1,0.8094334326862963
Western,Karongi,GS Ruheru,2010,13.61,3.06,24.16,74.22,62.73,187745,Rural,Low Risk,0,0.17021238737338568
Western,Karongi,GS Ruheru,2011,2.51,3.07,1.94,71.95,65.32,218819,Rural,Low Risk,0,0.027332532159331874
Western,Karongi,GS Ruramira,2012,5.77,8.65,2.89,80.04,73.05,318850,Rural,Low Risk,0,0.060118065829028504
Western,Karongi,Mater Dei,2013,15.15,20.12,10.19,72.15,95.92,200919,Rural,Low Risk,1,0.5822954780867725
Western,Karongi,GS Rutongo,2014,4.68,1.32,8.03,72.75,80.36,103145,Rural,Low Risk,0,0.06414400078480915
Western,Karongi,Mater Dei,2015,13.01,11.8,14.22,70.28,74.57,402468,Rural,Low Risk,0,0.05503813077970134
Western,Karongi,Mater Dei,2016,15.13,18.7,11.56,74.65,79.46,179858,Rural,Low Risk,0,0.2514670526963416
Western,Karongi,GS Agataramo,2017,14.67,5.8,23.54,68.89,78.06,190450,Rural,Low Risk,0,0.1292857065527988
Western,Karongi,GS Nyacyina,2018,20.12,26.16,14.08,61.05,84.25,209513,Rural,High Risk,1,0.9760500901767307
Western,Karongi,GS Rwamagana,2019,12.61,5.47,19.75,73.33,73.56,342960,Rural,Low Risk,0,0.06327277640392394
Western,Karongi,GS Gahanga I,2020,25.89,29.33,22.45,62.82,85.83,297156,Rural,High Risk,1,0.994673573552884
Western,Karongi,King David,2021,18.75,7.52,29.99,81.68,60.09,420098,Rural,High Risk,1,0.9202059972191553
Western,Karongi,GS Mubuga,2022,15.07,24.38,5.76,73.41,72.48,385084,Rural,Low Risk,0,0.14683418584736793
Western,Karongi,GS Matara,2023,15.94,11.46,20.41,71.62,95.9,434741,Rural,High Risk,1,0.8962458304908323
Western,Karongi,King David,2024,14.78,24.76,4.79,62.86,76.34,400646,Rural,Low Risk,0,0.2355974799990145
Western,Nyamasheke,GS Matara,2010,23.36,28.47,18.26,68.04,66.64,310255,Rural,High Risk,1,0.9790078925854114
Western,Nyamasheke,GS Mubuga,2011,16.92,23.52,10.32,65.31,70.18,148566,Rural,High Risk,1,0.930917957385223
Western,Nyamasheke,GS Gitega,2012,21.94,21.95,21.94,70.03,76.32,387251,Rural,High Risk,1,0.9847927035467408
Western,Nyamasheke,GS Akumunigo,2013,8.71,15.68,1.74,94.41,80.97,359853,Rural,Low Risk,0,0.14747602072352925
Western,Nyamasheke,Marie Merci,2014,22.9,28.89,16.92,71.01,82.68,171301,Rural,High Risk,1,0.9687585302199218
Western,Nyamasheke,GS Mweya,2015,7.38,2.11,12.65,83.04,82.0,485939,Rural,Low Risk,0,0.015660217524466905
Western,Nyamasheke,GS Gahanga I,2016,24.99,20.58,29.39,80.13,94.29,541802,Rural,High Risk,1,0.9752871096177942
Western,Nyamasheke,GS Nyacyina,2017,6.68,9.33,4.03,81.86,82.27,101301,Rural,Low Risk,0,0.025323248189639064
Western,Nyamasheke,GS Gahanga I,2018,12.44,4.36,20.51,81.23,67.85,525361,Rural,Low Risk,0,0.09318463552345181
Western,Nyamasheke,GS Rutongo,2019,10.98,2.91,19.04,71.65,96.41,241140,Rural,Low Risk,0,0.05619276116918418
Western,Nyamasheke,Mater Dei,2020,10.34,16.77,3.91,82.67,63.23,461395,Rural,Low Risk,0,0.064967797308837
Western,Nyamasheke,GS Kimironko II,2021,18.52,15.9,21.14,58.5,92.77,356445,Rural,High Risk,1,0.934182821768195
Western,Nyamasheke,GS Rukomo,2022,15.11,11.46,18.75,55.48,68.64,298418,Rural,Low Risk,0,0.22026145129308133
Western,Nyamasheke,GS Ruramira,2023,17.0,15.92,18.07,86.15,84.35,266916,Rural,High Risk,1,0.7455867012230081
Western,Nyamasheke,GS Kimironko II,2024,19.22,13.02,25.42,55.89,86.05,398951,Rural,High Risk,1,0.9043299240810869
Western,Nyamasheke,GS Rwamagana,2010,3.05,2.75,3.36,77.7,98.84,377533,Rural,Low Risk,0,0.02767336161754739
Western,Nyamasheke,Mater Dei,2011,13.98,14.95,13.02,75.75,92.2,552834,Rural,Low Risk,0,0.11091516125112967
Western,Nyamasheke,Marie Merci,2012,5.77,1.93,9.6,75.14,98.77,314273,Rural,Low Risk,0,0.03857480352552612
Western,Nyamasheke,GS Agataramo,2013,20.42,25.89,14.94,56.14,72.95,323830,Rural,High Risk,1,0.9391554599027901
Western,Nyamasheke,GS Migongo,2014,26.74,28.53,24.95,81.44,99.27,511166,Rural,High Risk,1,0.9557575757575758
Western,Nyamasheke,GS Rwamagana,2015,15.19,1.95,28.43,77.21,76.31,545345,Rural,Low Risk,1,0.6087328036442333
Western,Nyamasheke,GS Rwanyanza,2016,17.51,12.45,22.58,95.58,75.15,524223,Rural,High Risk,1,0.962480118878644
Western,Nyamasheke,GS Buye,2017,13.36,20.07,6.64,83.43,69.86,210551,Rural,Low Risk,0,0.09968767422815603
Western,Nyamasheke,GS Gitega,2018,21.09,14.0,28.19,79.86,82.77,566245,Rural,High Risk,1,0.9186712681018773
Western,Nyamasheke,GS Kinteko,2019,11.16,9.71,12.61,89.9,65.23,421721,Rural,Low Risk,0,0.06805260705133062
Western,Nyamasheke,GS Buye,2020,13.64,24.24,3.04,71.6,83.86,400767,Rural,Low Risk,0,0.10701710799606987
Western,Nyamasheke,GS Nyacyina,2021,14.86,21.26,8.46,77.43,65.52,342153,Rural,Low Risk,0,0.22641329153786646
Western,Nyamasheke,GS Migongo,2022,15.51,2.52,28.51,87.96,87.04,315192,Rural,High Risk,1,0.7781047802953247
Western,Nyamasheke,GS Camp Kigali,2023,19.45,26.44,12.46,83.17,80.87,590847,Rural,High Risk,1,0.9254964843291803
Western,Nyamasheke,GS Rukomo,2024,14.76,2.22,27.3,73.62,82.66,497504,Rural,Low Risk,0,0.4664463410153066
Western,Nyamasheke,GS Buye,2010,7.06,1.07,13.06,88.18,97.81,556021,Rural,Low Risk,0,0.04671318190435231
Western,Nyamasheke,GS Agataramo,2011,27.91,29.08,26.73,59.54,97.7,453062,Rural,High Risk,1,0.977108414976836
Western,Nyamasheke,GS Camp Kigali,2012,19.31,15.22,23.41,73.4,89.98,278527,Rural,High Risk,1,0.9481896396247257
Western,Nyamasheke,ES Kigoma,2013,11.55,4.83,18.27,71.79,70.1,474817,Rural,Low Risk,0,0.2185641478274188
Western,Nyamasheke,GS Gahanga I,2014,8.59,8.3,8.89,69.23,86.05,514193,Rural,Low Risk,0,0.05092092061725231
Western,Nyamasheke,GS Rukomo,2015,8.62,9.72,7.51,72.74,98.64,308833,Rural,Low Risk,0,0.027520715718884783
Western,Nyamasheke,GS Rukomo,2016,14.62,16.4,12.84,60.13,92.77,321163,Rural,Low Risk,0,0.29293766200324345
Western,Nyamasheke,GS Mubuga,2017,15.5,12.07,18.92,77.76,96.2,389761,Rural,High Risk,1,0.7348045230828815
Western,Nyamasheke,GS Mweya,2018,24.19,19.75,28.63,70.86,73.29,468066,Rural,High Risk,1,0.9812597474792597
Western,Nyamasheke,GS Ruramira,2019,9.69,18.07,1.32,76.31,62.88,205879,Rural,Low Risk,0,0.03219678295785948
Western,Nyamasheke,Marie Merci,2020,19.68,29.11,10.24,76.1,60.96,351249,Rural,High Risk,1,0.9630296699838965
Western,Nyamasheke,Mater Dei,2021,20.25,14.54,25.96,84.41,66.9,252215,Rural,High Risk,1,0.9180768393031927
Western,Nyamasheke,GS Camp Kigali,2022,18.3,22.86,13.74,73.77,74.84,412379,Rural,High Risk,1,0.8806439207823762
Western,Nyamasheke,GS Camp Kigali,2023,23.59,21.95,25.23,71.18,94.05,185333,Rural,High Risk,1,0.9567414914683822
Western,Nyamasheke,Mater Dei,2024,15.54,10.4,20.69,68.14,72.4,447614,Rural,High Risk,1,0.8640203906711814
Western,Nyamasheke,GS Gitega,2010,15.32,7.27,23.37,67.27,78.77,445259,Rural,High Risk,1,0.7676769121299195
Western,Nyamasheke,GS Rwanyanza,2011,13.71,25.77,1.65,74.43,76.63,140751,Rural,Low Risk,0,0.31268369749837366
Western,Nyamasheke,GS Akumunigo,2012,13.21,6.21,20.22,73.11,72.99,450891,Rural,Low Risk,0,0.10614803944061668
Western,Nyamasheke,GS Mweya,2013,13.51,10.54,16.48,56.76,79.43,255647,Rural,Low Risk,0,0.14901066217354683
Western,Nyamasheke,GS Ruheru,2014,24.74,28.37,21.11,87.37,84.01,281877,Rural,High Risk,1,0.9868131868131869
Western,Nyamasheke,GS Buye,2015,24.62,21.99,27.26,84.49,86.85,441383,Rural,High Risk,1,0.9823092463092462
Western,Nyamasheke,New Vision,2016,14.78,20.35,9.22,81.19,66.14,450511,Rural,Low Risk,0,0.2405432777264456
Western,Nyamasheke,GS Rwanyanza,2017,6.7,4.72,8.69,79.06,79.52,530766,Rural,Low Risk,0,0.044849987790086976
Western,Nyamasheke,GS Ruheru,2018,15.44,12.3,18.59,91.42,96.62,223482,Rural,High Risk,1,0.8424704788461308
Western,Nyamasheke,GS Gitega,2019,6.92,1.72,12.13,71.3,86.45,213076,Rural,Low Risk,0,0.05703589219859314
Western,Nyamasheke,New Vision,2020,2.59,2.65,2.52,83.98,71.44,244572,Rural,Low Risk,0,0.016629368705400268
Western,Nyamasheke,GS Mweya,2021,18.26,15.31,21.2,64.2,93.68,571653,Rural,High Risk,1,0.9600116889611047
Western,Nyamasheke,Marie Merci,2022,21.38,24.08,18.68,68.46,67.47,461198,Rural,High Risk,1,0.951113614028248
